X--Trace 1::[Channel A],Y--Trace 1::[Channel A],,X--Trace 2::[Channel B],Y--Trace 2::[Channel B]
0.00651228,-0.0077081,,0.00651228,0.117032
0.00651328,-0.00833439,,0.00651328,0.10354
0.00651428,-0.00896035,,0.00651428,0.090012
0.00651528,-0.00958597,,0.00651528,0.076448
0.00651628,-0.0102112,,0.00651628,0.0628489
0.00651728,-0.010836,,0.00651728,0.0492151
0.00651828,-0.0114604,,0.00651828,0.0355474
0.00651928,-0.0120844,,0.00651928,0.0218463
0.00652028,-0.0127078,,0.00652028,0.00811256
0.00652128,-0.0133308,,0.00652128,-0.0056532
0.00652228,-0.0139533,,0.00652228,-0.0194503
0.00652328,-0.0145752,,0.00652328,-0.0332781
0.00652428,-0.0151965,,0.00652428,-0.0471359
0.00652528,-0.0158172,,0.00652528,-0.061023
0.00652628,-0.0164373,,0.00652628,-0.0749387
0.00652728,-0.0170567,,0.00652728,-0.0888824
0.00652828,-0.0176755,,0.00652828,-0.102853
0.00652928,-0.0182936,,0.00652928,-0.116851
0.00653028,-0.0189109,,0.00653028,-0.130874
0.00653128,-0.0195275,,0.00653128,-0.144922
0.00653228,-0.0201434,,0.00653228,-0.158995
0.00653328,-0.0207584,,0.00653328,-0.173091
0.00653428,-0.0213726,,0.00653428,-0.187211
0.00653528,-0.021986,,0.00653528,-0.201352
0.00653628,-0.0225985,,0.00653628,-0.215515
0.00653728,-0.0232101,,0.00653728,-0.229699
0.00653828,-0.0238208,,0.00653828,-0.243902
0.00653928,-0.0244306,,0.00653928,-0.258125
0.00654028,-0.0250394,,0.00654028,-0.272366
0.00654128,-0.0256472,,0.00654128,-0.286625
0.00654228,-0.0262539,,0.00654228,-0.3009
0.00654328,-0.0268597,,0.00654328,-0.315192
0.00654428,-0.0274644,,0.00654428,-0.329498
0.00654528,-0.028068,,0.00654528,-0.34382
0.00654628,-0.0286705,,0.00654628,-0.358155
0.00654728,-0.0292719,,0.00654728,-0.372503
0.00654828,-0.0298721,,0.00654828,-0.386862
0.00654928,-0.0304711,,0.00654928,-0.401234
0.00655028,-0.031069,,0.00655028,-0.415615
0.00655128,-0.0316656,,0.00655128,-0.430007
0.00655228,-0.0322609,,0.00655228,-0.444407
0.00655328,-0.032855,,0.00655328,-0.458815
0.00655428,-0.0334478,,0.00655428,-0.47323
0.00655528,-0.0340393,,0.00655528,-0.487652
0.00655628,-0.0346294,,0.00655628,-0.502079
0.00655728,-0.0352181,,0.00655728,-0.51651
0.00655828,-0.0358055,,0.00655828,-0.530946
0.00655928,-0.0363915,,0.00655928,-0.545384
0.00656028,-0.036976,,0.00656028,-0.559824
0.00656128,-0.037559,,0.00656128,-0.574266
0.00656228,-0.0381406,,0.00656228,-0.588708
0.00656328,-0.0387207,,0.00656328,-0.603149
0.00656428,-0.0392992,,0.00656428,-0.617589
0.00656528,-0.0398762,,0.00656528,-0.632027
0.00656628,-0.0404516,,0.00656628,-0.646462
0.00656728,-0.0410254,,0.00656728,-0.660892
0.00656828,-0.0415976,,0.00656828,-0.675318
0.00656928,-0.0421682,,0.00656928,-0.689738
0.00657028,-0.042737,,0.00657028,-0.704151
0.00657128,-0.0433042,,0.00657128,-0.718557
0.00657228,-0.0438697,,0.00657228,-0.732954
0.00657328,-0.0444335,,0.00657328,-0.747342
0.00657428,-0.0449955,,0.00657428,-0.761719
0.00657528,-0.0455557,,0.00657528,-0.776086
0.00657628,-0.0461142,,0.00657628,-0.79044
0.00657728,-0.0466708,,0.00657728,-0.804781
0.00657828,-0.0472255,,0.00657828,-0.819109
0.00657928,-0.0477784,,0.00657928,-0.833421
0.00658028,-0.0483295,,0.00658028,-0.847718
0.00658128,-0.0488786,,0.00658128,-0.861999
0.00658228,-0.0494257,,0.00658228,-0.876261
0.00658328,-0.049971,,0.00658328,-0.890506
0.00658428,-0.0505142,,0.00658428,-0.904731
0.00658528,-0.0510555,,0.00658528,-0.918935
0.00658628,-0.0515947,,0.00658628,-0.933119
0.00658728,-0.0521319,,0.00658728,-0.94728
0.00658828,-0.0526671,,0.00658828,-0.961418
0.00658928,-0.0532002,,0.00658928,-0.975532
0.00659028,-0.0537311,,0.00659028,-0.989621
0.00659128,-0.05426,,0.00659128,-1.00368
0.00659228,-0.0547867,,0.00659228,-1.01772
0.00659328,-0.0553112,,0.00659328,-1.03173
0.00659428,-0.0558336,,0.00659428,-1.04571
0.00659528,-0.0563538,,0.00659528,-1.05966
0.00659628,-0.0568717,,0.00659628,-1.07358
0.00659728,-0.0573874,,0.00659728,-1.08747
0.00659828,-0.0579008,,0.00659828,-1.10133
0.00659928,-0.0584119,,0.00659928,-1.11515
0.00660028,-0.0589208,,0.00660028,-1.12894
0.00660128,-0.0594273,,0.00660128,-1.14269
0.00660228,-0.0599314,,0.00660228,-1.15641
0.00660328,-0.0604332,,0.00660328,-1.17009
0.00660428,-0.0609326,,0.00660428,-1.18373
0.00660528,-0.0614296,,0.00660528,-1.19733
0.00660628,-0.0619242,,0.00660628,-1.2109
0.00660728,-0.0624163,,0.00660728,-1.22442
0.00660828,-0.062906,,0.00660828,-1.2379
0.00660928,-0.0633932,,0.00660928,-1.25134
0.00661028,-0.0638779,,0.00661028,-1.26473
0.00661128,-0.06436,,0.00661128,-1.27808
0.00661228,-0.0648396,,0.00661228,-1.29139
0.00661328,-0.0653167,,0.00661328,-1.30465
0.00661428,-0.0657912,,0.00661428,-1.31786
0.00661528,-0.0662631,,0.00661528,-1.33102
0.00661628,-0.0667323,,0.00661628,-1.34413
0.00661728,-0.0671989,,0.00661728,-1.3572
0.00661828,-0.0676629,,0.00661828,-1.37021
0.00661928,-0.0681242,,0.00661928,-1.38317
0.00662028,-0.0685829,,0.00662028,-1.39608
0.00662128,-0.0690388,,0.00662128,-1.40893
0.00662228,-0.0694919,,0.00662228,-1.42173
0.00662328,-0.0699424,,0.00662328,-1.43448
0.00662428,-0.0703901,,0.00662428,-1.44716
0.00662528,-0.070835,,0.00662528,-1.45979
0.00662628,-0.0712771,,0.00662628,-1.47237
0.00662728,-0.0717164,,0.00662728,-1.48488
0.00662828,-0.0721528,,0.00662828,-1.49733
0.00662928,-0.0725864,,0.00662928,-1.50972
0.00663028,-0.0730172,,0.00663028,-1.52205
0.00663128,-0.073445,,0.00663128,-1.53432
0.00663228,-0.07387,,0.00663228,-1.54652
0.00663328,-0.0742921,,0.00663328,-1.55866
0.00663428,-0.0747112,,0.00663428,-1.57073
0.00663528,-0.0751273,,0.00663528,-1.58274
0.00663628,-0.0755405,,0.00663628,-1.59468
0.00663728,-0.0759508,,0.00663728,-1.60655
0.00663828,-0.076358,,0.00663828,-1.61836
0.00663928,-0.0767622,,0.00663928,-1.63009
0.00664028,-0.0771633,,0.00664028,-1.64175
0.00664128,-0.0775615,,0.00664128,-1.65334
0.00664228,-0.0779565,,0.00664228,-1.66486
0.00664328,-0.0783485,,0.00664328,-1.67631
0.00664428,-0.0787374,,0.00664428,-1.68768
0.00664528,-0.0791232,,0.00664528,-1.69898
0.00664628,-0.0795059,,0.00664628,-1.7102
0.00664728,-0.0798854,,0.00664728,-1.72134
0.00664828,-0.0802618,,0.00664828,-1.73241
0.00664928,-0.080635,,0.00664928,-1.7434
0.00665028,-0.081005,,0.00665028,-1.75431
0.00665128,-0.0813718,,0.00665128,-1.76514
0.00665228,-0.0817354,,0.00665228,-1.77589
0.00665328,-0.0820958,,0.00665328,-1.78655
0.00665428,-0.0824529,,0.00665428,-1.79714
0.00665528,-0.0828068,,0.00665528,-1.80764
0.00665628,-0.0831574,,0.00665628,-1.81806
0.00665728,-0.0835048,,0.00665728,-1.8284
0.00665828,-0.0838488,,0.00665828,-1.83865
0.00665928,-0.0841895,,0.00665928,-1.84881
0.00666028,-0.0845269,,0.00666028,-1.85889
0.00666128,-0.084861,,0.00666128,-1.86887
0.00666228,-0.0851917,,0.00666228,-1.87878
0.00666328,-0.0855191,,0.00666328,-1.88859
0.00666428,-0.085843,,0.00666428,-1.89831
0.00666528,-0.0861636,,0.00666528,-1.90794
0.00666628,-0.0864808,,0.00666628,-1.91748
0.00666728,-0.0867946,,0.00666728,-1.92692
0.00666828,-0.0871049,,0.00666828,-1.93628
0.00666928,-0.0874118,,0.00666928,-1.94554
0.00667028,-0.0877153,,0.00667028,-1.95471
0.00667128,-0.0880153,,0.00667128,-1.96378
0.00667228,-0.0883118,,0.00667228,-1.97275
0.00667328,-0.0886048,,0.00667328,-1.98163
0.00667428,-0.0888944,,0.00667428,-1.99042
0.00667528,-0.0891804,,0.00667528,-1.9991
0.00667628,-0.0894629,,0.00667628,-2.00769
0.00667728,-0.0897419,,0.00667728,-2.01618
0.00667828,-0.0900173,,0.00667828,-2.02457
0.00667928,-0.0902892,,0.00667928,-2.03285
0.00668028,-0.0905575,,0.00668028,-2.04104
0.00668128,-0.0908222,,0.00668128,-2.04913
0.00668228,-0.0910834,,0.00668228,-2.05711
0.00668328,-0.0913409,,0.00668328,-2.06499
0.00668428,-0.0915949,,0.00668428,-2.07277
0.00668528,-0.0918452,,0.00668528,-2.08044
0.00668628,-0.0920919,,0.00668628,-2.08801
0.00668728,-0.092335,,0.00668728,-2.09547
0.00668828,-0.0925744,,0.00668828,-2.10283
0.00668928,-0.0928102,,0.00668928,-2.11008
0.00669028,-0.0930423,,0.00669028,-2.11723
0.00669128,-0.0932707,,0.00669128,-2.12427
0.00669228,-0.0934955,,0.00669228,-2.1312
0.00669328,-0.0937165,,0.00669328,-2.13802
0.00669428,-0.0939339,,0.00669428,-2.14473
0.00669528,-0.0941475,,0.00669528,-2.15133
0.00669628,-0.0943575,,0.00669628,-2.15782
0.00669728,-0.0945637,,0.00669728,-2.16421
0.00669828,-0.0947661,,0.00669828,-2.17048
0.00669928,-0.0949649,,0.00669928,-2.17664
0.00670028,-0.0951599,,0.00670028,-2.18268
0.00670128,-0.0953511,,0.00670128,-2.18862
0.00670228,-0.0955386,,0.00670228,-2.19444
0.00670328,-0.0957223,,0.00670328,-2.20015
0.00670428,-0.0959022,,0.00670428,-2.20574
0.00670528,-0.0960783,,0.00670528,-2.21122
0.00670628,-0.0962506,,0.00670628,-2.21659
0.00670728,-0.0964192,,0.00670728,-2.22184
0.00670828,-0.0965839,,0.00670828,-2.22697
0.00670928,-0.0967448,,0.00670928,-2.23199
0.00671028,-0.0969019,,0.00671028,-2.23689
0.00671128,-0.0970552,,0.00671128,-2.24168
0.00671228,-0.0972046,,0.00671228,-2.24635
0.00671328,-0.0973502,,0.00671328,-2.2509
0.00671428,-0.097492,,0.00671428,-2.25533
0.00671528,-0.0976299,,0.00671528,-2.25964
0.00671628,-0.097764,,0.00671628,-2.26384
0.00671728,-0.0978942,,0.00671728,-2.26792
0.00671828,-0.0980205,,0.00671828,-2.27188
0.00671928,-0.098143,,0.00671928,-2.27572
0.00672028,-0.0982615,,0.00672028,-2.27943
0.00672128,-0.0983762,,0.00672128,-2.28303
0.00672228,-0.0984871,,0.00672228,-2.28651
0.00672328,-0.098594,,0.00672328,-2.28987
0.00672428,-0.0986971,,0.00672428,-2.29311
0.00672528,-0.0987962,,0.00672528,-2.29622
0.00672628,-0.0988915,,0.00672628,-2.29922
0.00672728,-0.0989828,,0.00672728,-2.30209
0.00672828,-0.0990702,,0.00672828,-2.30484
0.00672928,-0.0991538,,0.00672928,-2.30747
0.00673028,-0.0992334,,0.00673028,-2.30997
0.00673128,-0.0993091,,0.00673128,-2.31236
0.00673228,-0.0993808,,0.00673228,-2.31462
0.00673328,-0.0994487,,0.00673328,-2.31675
0.00673428,-0.0995126,,0.00673428,-2.31877
0.00673528,-0.0995726,,0.00673528,-2.32066
0.00673628,-0.0996287,,0.00673628,-2.32243
0.00673728,-0.0996808,,0.00673728,-2.32407
0.00673828,-0.099729,,0.00673828,-2.3256
0.00673928,-0.0997732,,0.00673928,-2.32699
0.00674028,-0.0998136,,0.00674028,-2.32827
0.00674128,-0.0998499,,0.00674128,-2.32942
0.00674228,-0.0998824,,0.00674228,-2.33044
0.00674328,-0.0999109,,0.00674328,-2.33134
0.00674428,-0.0999354,,0.00674428,-2.33212
0.00674528,-0.099956,,0.00674528,-2.33277
0.00674628,-0.0999727,,0.00674628,-2.3333
0.00674728,-0.0999854,,0.00674728,-2.33371
0.00674828,-0.0999942,,0.00674828,-2.33399
0.00674928,-0.099999,,0.00674928,-2.33414
0.00675028,-0.0999998,,0.00675028,-2.33417
0.00675128,-0.0999968,,0.00675128,-2.33408
0.00675228,-0.0999897,,0.00675228,-2.33386
0.00675328,-0.0999788,,0.00675328,-2.33352
0.00675428,-0.0999638,,0.00675428,-2.33305
0.00675528,-0.099945,,0.00675528,-2.33246
0.00675628,-0.0999222,,0.00675628,-2.33174
0.00675728,-0.0998954,,0.00675728,-2.33091
0.00675828,-0.0998647,,0.00675828,-2.32994
0.00675928,-0.0998301,,0.00675928,-2.32885
0.00676028,-0.0997915,,0.00676028,-2.32764
0.00676128,-0.0997489,,0.00676128,-2.32631
0.00676228,-0.0997025,,0.00676228,-2.32485
0.00676328,-0.0996521,,0.00676328,-2.32326
0.00676428,-0.0995978,,0.00676428,-2.32155
0.00676528,-0.0995395,,0.00676528,-2.31972
0.00676628,-0.0994773,,0.00676628,-2.31777
0.00676728,-0.0994112,,0.00676728,-2.31569
0.00676828,-0.0993411,,0.00676828,-2.31349
0.00676928,-0.0992672,,0.00676928,-2.31117
0.00677028,-0.0991893,,0.00677028,-2.30873
0.00677128,-0.0991075,,0.00677128,-2.30616
0.00677228,-0.0990217,,0.00677228,-2.30347
0.00677328,-0.0989321,,0.00677328,-2.30066
0.00677428,-0.0988386,,0.00677428,-2.29772
0.00677528,-0.0987412,,0.00677528,-2.29467
0.00677628,-0.0986398,,0.00677628,-2.29149
0.00677728,-0.0985346,,0.00677728,-2.28819
0.00677828,-0.0984255,,0.00677828,-2.28477
0.00677928,-0.0983125,,0.00677928,-2.28123
0.00678028,-0.0981956,,0.00678028,-2.27757
0.00678128,-0.0980748,,0.00678128,-2.27379
0.00678228,-0.0979502,,0.00678228,-2.26989
0.00678328,-0.0978217,,0.00678328,-2.26588
0.00678428,-0.0976894,,0.00678428,-2.26174
0.00678528,-0.0975531,,0.00678528,-2.25748
0.00678628,-0.0974131,,0.00678628,-2.25311
0.00678728,-0.0972692,,0.00678728,-2.24861
0.00678828,-0.0971214,,0.00678828,-2.244
0.00678928,-0.0969698,,0.00678928,-2.23928
0.00679028,-0.0968144,,0.00679028,-2.23443
0.00679128,-0.0966552,,0.00679128,-2.22947
0.00679228,-0.0964921,,0.00679228,-2.22439
0.00679328,-0.0963253,,0.00679328,-2.2192
0.00679428,-0.0961546,,0.00679428,-2.21389
0.00679528,-0.0959801,,0.00679528,-2.20847
0.00679628,-0.0958019,,0.00679628,-2.20293
0.00679728,-0.0956199,,0.00679728,-2.19727
0.00679828,-0.095434,,0.00679828,-2.19151
0.00679928,-0.0952445,,0.00679928,-2.18563
0.00680028,-0.0950511,,0.00680028,-2.17964
0.00680128,-0.0948541,,0.00680128,-2.17353
0.00680228,-0.0946532,,0.00680228,-2.16732
0.00680328,-0.0944487,,0.00680328,-2.16099
0.00680428,-0.0942404,,0.00680428,-2.15455
0.00680528,-0.0940283,,0.00680528,-2.148
0.00680628,-0.0938126,,0.00680628,-2.14134
0.00680728,-0.0935932,,0.00680728,-2.13457
0.00680828,-0.09337,,0.00680828,-2.1277
0.00680928,-0.0931432,,0.00680928,-2.12071
0.00681028,-0.0929127,,0.00681028,-2.11362
0.00681128,-0.0926786,,0.00681128,-2.10642
0.00681228,-0.0924408,,0.00681228,-2.09911
0.00681328,-0.0921993,,0.00681328,-2.0917
0.00681428,-0.0919542,,0.00681428,-2.08418
0.00681528,-0.0917055,,0.00681528,-2.07656
0.00681628,-0.0914531,,0.00681628,-2.06883
0.00681728,-0.0911971,,0.00681728,-2.061
0.00681828,-0.0909376,,0.00681828,-2.05307
0.00681928,-0.0906744,,0.00681928,-2.04503
0.00682028,-0.0904077,,0.00682028,-2.03689
0.00682128,-0.0901374,,0.00682128,-2.02865
0.00682228,-0.0898635,,0.00682228,-2.02031
0.00682328,-0.0895861,,0.00682328,-2.01187
0.00682428,-0.0893051,,0.00682428,-2.00333
0.00682528,-0.0890206,,0.00682528,-1.9947
0.00682628,-0.0887327,,0.00682628,-1.98596
0.00682728,-0.0884412,,0.00682728,-1.97713
0.00682828,-0.0881462,,0.00682828,-1.9682
0.00682928,-0.0878477,,0.00682928,-1.95917
0.00683028,-0.0875458,,0.00683028,-1.95005
0.00683128,-0.0872404,,0.00683128,-1.94083
0.00683228,-0.0869316,,0.00683228,-1.93152
0.00683328,-0.0866193,,0.00683328,-1.92212
0.00683428,-0.0863036,,0.00683428,-1.91263
0.00683528,-0.0859845,,0.00683528,-1.90304
0.00683628,-0.085662,,0.00683628,-1.89336
0.00683728,-0.0853362,,0.00683728,-1.88359
0.00683828,-0.0850069,,0.00683828,-1.87373
0.00683928,-0.0846743,,0.00683928,-1.86379
0.00684028,-0.0843384,,0.00684028,-1.85375
0.00684128,-0.0839991,,0.00684128,-1.84363
0.00684228,-0.0836565,,0.00684228,-1.83342
0.00684328,-0.0833107,,0.00684328,-1.82313
0.00684428,-0.0829615,,0.00684428,-1.81275
0.00684528,-0.082609,,0.00684528,-1.80229
0.00684628,-0.0822533,,0.00684628,-1.79174
0.00684728,-0.0818944,,0.00684728,-1.78111
0.00684828,-0.0815322,,0.00684828,-1.7704
0.00684928,-0.0811668,,0.00684928,-1.75961
0.00685028,-0.0807982,,0.00685028,-1.74873
0.00685128,-0.0804264,,0.00685128,-1.73778
0.00685228,-0.0800514,,0.00685228,-1.72675
0.00685328,-0.0796732,,0.00685328,-1.71564
0.00685428,-0.079292,,0.00685428,-1.70446
0.00685528,-0.0789076,,0.00685528,-1.6932
0.00685628,-0.07852,,0.00685628,-1.68186
0.00685728,-0.0781294,,0.00685728,-1.67045
0.00685828,-0.0777357,,0.00685828,-1.65896
0.00685928,-0.0773389,,0.00685928,-1.64741
0.00686028,-0.0769391,,0.00686028,-1.63578
0.00686128,-0.0765362,,0.00686128,-1.62408
0.00686228,-0.0761303,,0.00686228,-1.61231
0.00686328,-0.0757214,,0.00686328,-1.60047
0.00686428,-0.0753095,,0.00686428,-1.58856
0.00686528,-0.0748946,,0.00686528,-1.57658
0.00686628,-0.0744768,,0.00686628,-1.56454
0.00686728,-0.0740561,,0.00686728,-1.55243
0.00686828,-0.0736324,,0.00686828,-1.54026
0.00686928,-0.0732058,,0.00686928,-1.52802
0.00687028,-0.0727763,,0.00687028,-1.51572
0.00687128,-0.072344,,0.00687128,-1.50336
0.00687228,-0.0719088,,0.00687228,-1.49093
0.00687328,-0.0714707,,0.00687328,-1.47845
0.00687428,-0.0710298,,0.00687428,-1.4659
0.00687528,-0.0705862,,0.00687528,-1.4533
0.00687628,-0.0701397,,0.00687628,-1.44064
0.00687728,-0.0696905,,0.00687728,-1.42792
0.00687828,-0.0692385,,0.00687828,-1.41514
0.00687928,-0.0687838,,0.00687928,-1.40232
0.00688028,-0.0683264,,0.00688028,-1.38943
0.00688128,-0.0678662,,0.00688128,-1.3765
0.00688228,-0.0674034,,0.00688228,-1.36351
0.00688328,-0.066938,,0.00688328,-1.35047
0.00688428,-0.0664699,,0.00688428,-1.33737
0.00688528,-0.0659991,,0.00688528,-1.32423
0.00688628,-0.0655258,,0.00688628,-1.31104
0.00688728,-0.0650499,,0.00688728,-1.29781
0.00688828,-0.0645714,,0.00688828,-1.28452
0.00688928,-0.0640903,,0.00688928,-1.27119
0.00689028,-0.0636067,,0.00689028,-1.25782
0.00689128,-0.0631207,,0.00689128,-1.2444
0.00689228,-0.0626321,,0.00689228,-1.23094
0.00689328,-0.062141,,0.00689328,-1.21743
0.00689428,-0.0616475,,0.00689428,-1.20389
0.00689528,-0.0611516,,0.00689528,-1.1903
0.00689628,-0.0606532,,0.00689628,-1.17668
0.00689728,-0.0601525,,0.00689728,-1.16302
0.00689828,-0.0596494,,0.00689828,-1.14931
0.00689928,-0.0591439,,0.00689928,-1.13558
0.00690028,-0.0586361,,0.00690028,-1.1218
0.00690128,-0.058126,,0.00690128,-1.108
0.00690228,-0.0576136,,0.00690228,-1.09415
0.00690328,-0.0570989,,0.00690328,-1.08028
0.00690428,-0.0565819,,0.00690428,-1.06637
0.00690528,-0.0560627,,0.00690528,-1.05244
0.00690628,-0.0555413,,0.00690628,-1.03847
0.00690728,-0.0550178,,0.00690728,-1.02447
0.00690828,-0.054492,,0.00690828,-1.01045
0.00690928,-0.0539641,,0.00690928,-0.996395
0.00691028,-0.0534341,,0.00691028,-0.982316
0.00691128,-0.0529019,,0.00691128,-0.968213
0.00691228,-0.0523677,,0.00691228,-0.954084
0.00691328,-0.0518314,,0.00691328,-0.939933
0.00691428,-0.051293,,0.00691428,-0.925759
0.00691528,-0.0507526,,0.00691528,-0.911563
0.00691628,-0.0502103,,0.00691628,-0.897346
0.00691728,-0.0496659,,0.00691728,-0.88311
0.00691828,-0.0491196,,0.00691828,-0.868854
0.00691928,-0.0485713,,0.00691928,-0.854581
0.00692028,-0.0480211,,0.00692028,-0.84029
0.00692128,-0.047469,,0.00692128,-0.825984
0.00692228,-0.0469151,,0.00692228,-0.811662
0.00692328,-0.0463593,,0.00692328,-0.797326
0.00692428,-0.0458017,,0.00692428,-0.782976
0.00692528,-0.0452422,,0.00692528,-0.768614
0.00692628,-0.044681,,0.00692628,-0.754241
0.00692728,-0.044118,,0.00692728,-0.739856
0.00692828,-0.0435533,,0.00692828,-0.725462
0.00692928,-0.0429868,,0.00692928,-0.711059
0.00693028,-0.0424187,,0.00693028,-0.696648
0.00693128,-0.0418489,,0.00693128,-0.68223
0.00693228,-0.0412774,,0.00693228,-0.667806
0.00693328,-0.0407043,,0.00693328,-0.653376
0.00693428,-0.0401296,,0.00693428,-0.638942
0.00693528,-0.0395533,,0.00693528,-0.624504
0.00693628,-0.0389754,,0.00693628,-0.610064
0.00693728,-0.038396,,0.00693728,-0.595622
0.00693828,-0.0378151,,0.00693828,-0.581179
0.00693928,-0.0372327,,0.00693928,-0.566736
0.00694028,-0.0366488,,0.00694028,-0.552294
0.00694128,-0.0360635,,0.00694128,-0.537853
0.00694228,-0.0354768,,0.00694228,-0.523415
0.00694328,-0.0348886,,0.00694328,-0.50898
0.00694428,-0.0342991,,0.00694428,-0.49455
0.00694528,-0.0337082,,0.00694528,-0.480124
0.00694628,-0.033116,,0.00694628,-0.465705
0.00694728,-0.0325225,,0.00694728,-0.451292
0.00694828,-0.0319277,,0.00694828,-0.436887
0.00694928,-0.0313316,,0.00694928,-0.42249
0.00695028,-0.0307343,,0.00695028,-0.408103
0.00695128,-0.0301358,,0.00695128,-0.393725
0.00695228,-0.0295361,,0.00695228,-0.379359
0.00695328,-0.0289353,,0.00695328,-0.365004
0.00695428,-0.0283333,,0.00695428,-0.350661
0.00695528,-0.0277301,,0.00695528,-0.336332
0.00695628,-0.0271259,,0.00695628,-0.322018
0.00695728,-0.0265206,,0.00695728,-0.307718
0.00695828,-0.0259143,,0.00695828,-0.293433
0.00695928,-0.0253069,,0.00695928,-0.279165
0.00696028,-0.0246985,,0.00696028,-0.264915
0.00696128,-0.0240892,,0.00696128,-0.250682
0.00696228,-0.0234789,,0.00696228,-0.236468
0.00696328,-0.0228677,,0.00696328,-0.222274
0.00696428,-0.0222556,,0.00696428,-0.2081
0.00696528,-0.0216426,,0.00696528,-0.193948
0.00696628,-0.0210287,,0.00696628,-0.179817
0.00696728,-0.0204141,,0.00696728,-0.165708
0.00696828,-0.0197986,,0.00696828,-0.151623
0.00696928,-0.0191823,,0.00696928,-0.137562
0.00697028,-0.0185653,,0.00697028,-0.123526
0.00697128,-0.0179475,,0.00697128,-0.109515
0.00697228,-0.0173291,,0.00697228,-0.0955307
0.00697328,-0.0167099,,0.00697328,-0.081573
0.00697428,-0.0160901,,0.00697428,-0.067643
0.00697528,-0.0154697,,0.00697528,-0.0537412
0.00697628,-0.0148486,,0.00697628,-0.0398685
0.00697728,-0.014227,,0.00697728,-0.0260255
0.00697828,-0.0136048,,0.00697828,-0.0122128
0.00697928,-0.012982,,0.00697928,0.00156883
0.00698028,-0.0123588,,0.00698028,0.0153188
0.00698128,-0.011735,,0.00698128,0.0290363
0.00698228,-0.0111108,,0.00698228,0.0427208
0.00698328,-0.0104862,,0.00698328,0.0563717
0.00698428,-0.00986112,,0.00698428,0.0699882
0.00698528,-0.00923567,,0.00698528,0.0835698
0.00698628,-0.00860986,,0.00698628,0.0971158
0.00698728,-0.00798371,,0.00698728,0.110626
0.00698828,-0.00735724,,0.00698828,0.124098
0.00698928,-0.00673048,,0.00698928,0.137534
0.00699028,-0.00610346,,0.00699028,0.150932
0.00699128,-0.0054762,,0.00699128,0.16429
0.00699228,-0.00484872,,0.00699228,0.17761
0.00699328,-0.00422105,,0.00699328,0.19089
0.00699428,-0.00359321,,0.00699428,0.204129
0.00699528,-0.00296523,,0.00699528,0.217328
0.00699628,-0.00233713,,0.00699628,0.230485
0.00699728,-0.00170894,,0.00699728,0.2436
0.00699828,-0.00108069,,0.00699828,0.256672
0.00699928,-0.000452388,,0.00699928,0.269701
0.00700028,0.000175929,,0.00700028,0.282686
0.00700128,0.000804239,,0.00700128,0.295628
0.00700228,0.00143252,,0.00700228,0.308524
0.00700328,0.00206074,,0.00700328,0.321375
0.00700428,0.00268888,,0.00700428,0.334181
0.00700528,0.00331691,,0.00700528,0.34694
0.00700628,0.00394482,,0.00700628,0.359652
0.00700728,0.00457256,,0.00700728,0.372317
0.00700828,0.00520013,,0.00700828,0.384934
0.00700928,0.00582749,,0.00700928,0.397504
0.00701028,0.00645462,,0.00701028,0.410024
0.00701128,0.0070815,,0.00701128,0.422495
0.00701228,0.0077081,,0.00701228,0.434917
0.00701328,0.00833439,,0.00701328,0.447289
0.00701428,0.00896035,,0.00701428,0.45961
0.00701528,0.00958597,,0.00701528,0.47188
0.00701628,0.0102112,,0.00701628,0.484099
0.00701728,0.010836,,0.00701728,0.496267
0.00701828,0.0114604,,0.00701828,0.508382
0.00701928,0.0120844,,0.00701928,0.520444
0.00702028,0.0127078,,0.00702028,0.532454
0.00702128,0.0133308,,0.00702128,0.54441
0.00702228,0.0139533,,0.00702228,0.556313
0.00702328,0.0145752,,0.00702328,0.568162
0.00702428,0.0151965,,0.00702428,0.579956
0.00702528,0.0158172,,0.00702528,0.591695
0.00702628,0.0164373,,0.00702628,0.603379
0.00702728,0.0170567,,0.00702728,0.615008
0.00702828,0.0176755,,0.00702828,0.626581
0.00702928,0.0182936,,0.00702928,0.638098
0.00703028,0.0189109,,0.00703028,0.649558
0.00703128,0.0195275,,0.00703128,0.660961
0.00703228,0.0201434,,0.00703228,0.672308
0.00703328,0.0207584,,0.00703328,0.683597
0.00703428,0.0213726,,0.00703428,0.694828
0.00703528,0.021986,,0.00703528,0.706002
0.00703628,0.0225985,,0.00703628,0.717117
0.00703728,0.0232101,,0.00703728,0.728173
0.00703828,0.0238208,,0.00703828,0.739171
0.00703928,0.0244306,,0.00703928,0.75011
0.00704028,0.0250394,,0.00704028,0.760989
0.00704128,0.0256472,,0.00704128,0.771809
0.00704228,0.0262539,,0.00704228,0.78257
0.00704328,0.0268597,,0.00704328,0.79327
0.00704428,0.0274644,,0.00704428,0.80391
0.00704528,0.028068,,0.00704528,0.81449
0.00704628,0.0286705,,0.00704628,0.825009
0.00704728,0.0292719,,0.00704728,0.835467
0.00704828,0.0298721,,0.00704828,0.845864
0.00704928,0.0304711,,0.00704928,0.8562
0.00705028,0.031069,,0.00705028,0.866475
0.00705128,0.0316656,,0.00705128,0.876688
0.00705228,0.0322609,,0.00705228,0.886839
0.00705328,0.032855,,0.00705328,0.896928
